         92007 function calls (91912 primitive calls) in 1.102 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1210(vals_sorted_by_key)
        2    0.000    0.000    0.000    0.000 retry.py:161(__init__)
       18    0.000    0.000    0.000    0.000 _collections.py:186(__iter__)
        8    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        1    0.000    0.000    0.000    0.000 extensions.py:1202(__init__)
        3    0.000    0.000    0.001    0.000 sre_parse.py:417(_parse_sub)
        1    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        5    0.000    0.000    0.000    0.000 element.py:489(find_all_next)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:277(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       17    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 client.py:827(__init__)
       22    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       36    0.000    0.000    0.000    0.000 sre_parse.py:254(get)
        2    0.000    0.000    0.000    0.000 poolmanager.py:159(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
       22    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.004    0.004 sessions.py:730(close)
        1    0.000    0.000    0.001    0.001 adapters.py:292(get_connection)
        2    0.000    0.000    0.002    0.001 element.py:1657(find)
       10    0.000    0.000    0.000    0.000 decode_asn1.py:868(<lambda>)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:403(_decode_key_usage)
        1    0.000    0.000    0.074    0.074 SSL.py:1925(do_handshake)
       10    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_get_ext}
        2    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       12    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 charmap.py:11(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1654(set_cookie)
        1    0.000    0.000    0.000    0.000 SSL.py:619(_asFileDescriptor)
        1    0.000    0.000    0.000    0.000 SSL.py:2218(get_peer_certificate)
        1    0.000    0.000    0.000    0.000 crypto.py:1393(_get_name)
        1    0.000    0.000    0.000    0.000 _collections.py:140(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
        8    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        1    0.000    0.000    0.000    0.000 client.py:226(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        4    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:521(is_HDN)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1566(_cookies_from_attrs_set)
        2    0.000    0.000    0.000    0.000 decode_asn1.py:599(_decode_distpoint)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        3    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.001    0.001 models.py:308(prepare)
        1    0.000    0.000    0.000    0.000 models.py:442(prepare_headers)
       25    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:633(request_path)
        2    0.000    0.000    0.000    0.000 cookiejar.py:72(_timegm)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:384(<lambda>)
       23    0.000    0.000    0.000    0.000 queue.py:14(_qsize)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.416    0.416 client.py:1277(getresponse)
        1    0.000    0.000    0.000    0.000 connection.py:101(__init__)
        3    0.000    0.000    0.001    0.000 sre_compile.py:598(_code)
       22    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
        3    0.000    0.000    0.000    0.000 weakref.py:134(__getitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:237(_get_conn)
        3    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
       20    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       30    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
       11    0.000    0.000    0.000    0.000 queue.py:20(_get)
        1    0.000    0.000    0.000    0.000 connection.py:89(_set_socket_options)
        2    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.142    0.142 _htmlparser.py:331(feed)
        5    0.000    0.000    0.000    0.000 element.py:472(find_next)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:230(handle_decl)
        2    0.000    0.000    0.000    0.000 cookiejar.py:712(is_third_party)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:329(_decode_basic_constraints)
        2    0.000    0.000    0.000    0.000 crypto.py:543(__setattr__)
        1    0.000    0.000    0.000    0.000 crypto.py:1071(to_cryptography)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:360(close)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:417(__init__)
        1    0.000    0.000    0.000    0.000 ssl_.py:386(is_ipaddress)
        1    0.000    0.000    0.000    0.000 poolmanager.py:177(_new_pool)
       14    0.000    0.000    0.000    0.000 six.py:959(ensure_text)
        3    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        2    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.002    0.002 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:453(prepare_body)
        1    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 utils.py:911(get_auth_from_url)
        2    0.000    0.000    0.000    0.000 pyopenssl.py:432(verify_mode)
        1    0.000    0.000    0.001    0.001 poolmanager.py:273(connection_from_url)
        1    0.000    0.000    0.000    0.000 response.py:38(assert_header_parsing)
        4    0.000    0.000    0.000    0.000 six.py:939(ensure_str)
        1    0.000    0.000    0.000    0.000 client.py:934(close)
        1    0.000    0.000    0.000    0.000 connection.py:267(set_cert)
        2    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:146(init_poolmanager)
        1    0.000    0.000    0.000    0.000 adapters.py:203(cert_verify)
        1    0.000    0.000    0.142    0.142 __init__.py:392(_feed)
        1    0.000    0.000    0.000    0.000 models.py:226(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:677(reach)
        1    0.000    0.000    0.000    0.000 utils.py:455(_parse_content_type_header)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:345(_decode_subject_key_identifier)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:628(_decode_crl_distribution_points)
        2    0.000    0.000    0.000    0.000 SSL.py:1136(get_verify_mode)
        1    0.000    0.000    0.000    0.000 SSL.py:1710(set_tlsext_host_name)
        2    0.000    0.000    0.004    0.002 poolmanager.py:204(clear)
        2    0.000    0.000    0.000    0.000 response.py:412(_error_catcher)
        2    0.000    0.000    0.000    0.000 url.py:91(__new__)
        2    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 _collections.py:60(__setitem__)
       11    0.000    0.000    0.000    0.000 queue.py:17(_put)
        2    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       15    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 charmap.py:60(getregentry)
        1    0.000    0.000    0.000    0.000 utils.py:807(default_headers)
        1    0.000    0.000    0.016    0.016 SSL.py:762(load_verify_locations)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        6    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        7    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f9334996b70}
        1    0.000    0.000    0.000    0.000 adapters.py:329(request_url)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1214(deepvalues)
        1    0.000    0.000    0.000    0.000 utils.py:480(get_encoding_from_headers)
        1    0.000    0.000    0.004    0.004 x509.py:123(extensions)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.OBJ_txt2nid}
        2    0.000    0.000    0.000    0.000 parse.py:477(urlunsplit)
        1    0.000    0.000    0.093    0.093 connection.py:143(_new_conn)
        1    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       11    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        5    0.000    0.000    0.000    0.000 element.py:1123(string)
        1    0.000    0.000    0.000    0.000 models.py:291(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:144(resolve_redirects)
        1    0.000    0.000    0.000    0.000 models.py:175(register_hook)
        2    0.000    0.000    0.000    0.000 cookiejar.py:967(set_ok_verifiability)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1285(_cookie_attrs)
       10    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_EXTENSION_get_critical}
        2    0.000    0.000    0.000    0.000 extensions.py:513(__init__)
        8    0.000    0.000    0.000    0.000 crypto.py:206(__init__)
        1    0.000    0.000    0.000    0.000 response.py:356(_init_decoder)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        1    0.000    0.000    0.000    0.000 connection.py:228(__init__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:236(connection_from_context)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 socket.py:652(close)
        1    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        3    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       17    0.000    0.000    0.000    0.000 sre_parse.py:249(match)
        1    0.000    0.000    0.000    0.000 client.py:415(flush)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 models.py:340(prepare_method)
        1    0.000    0.000    0.004    0.004 sessions.py:420(__exit__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1742(__iter__)
        1    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1575(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 utils.py:707(<lambda>)
        1    0.000    0.000    0.016    0.016 pyopenssl.py:448(load_verify_locations)
        2    0.000    0.000    0.000    0.000 _collections.py:46(__init__)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 six.py:614(itervalues)
        2    0.000    0.000    0.000    0.000 connection.py:114(host)
        1    0.000    0.000    0.000    0.000 ssl.py:276(match_hostname)
        3    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        9    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:121(__init__)
       17    0.000    0.000    0.000    0.000 element.py:748(next_elements)
        1    0.000    0.000    0.000    0.000 element.py:1353(__getattr__)
        2    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 cookies.py:45(get_host)
        1    0.000    0.000    0.004    0.004 utils.py:760(get_environ_proxies)
        4    0.000    0.000    0.000    0.000 utils.py:932(check_header_validity)
        5    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_NAME_get_index_by_NID}
        3    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_current_cert}
        1    0.000    0.000    0.000    0.000 extensions.py:306(__init__)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:269(__init__)
        1    0.000    0.000    0.000    0.000 response.py:304(_init_length)
        1    0.000    0.000    0.000    0.000 timeout.py:185(start_connect)
        2    0.000    0.000    0.000    0.000 parse.py:466(urlunparse)
       39    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 client.py:1007(_send_output)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 extensions.py:712(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:989(__init__)
        2    0.000    0.000    0.000    0.000 extensions.py:1247(get_values_for_type)
       15    0.000    0.000    0.000    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:276(_put_conn)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        9    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       23    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        2    0.000    0.000    0.000    0.000 sessions.py:735(mount)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(__init__)
        5    0.000    0.000    0.000    0.000 element.py:687(_find_one)
        1    0.000    0.000    0.000    0.000 models.py:557(prepare_cookies)
        1    0.000    0.000    0.000    0.000 models.py:708(is_redirect)
        1    0.000    0.000    0.000    0.000 models.py:730(iter_content)
        1    0.000    0.000    0.000    0.000 models.py:82(_encode_params)
        1    0.000    0.000    0.002    0.002 request.py:2487(proxy_bypass_environment)
        1    0.000    0.000    0.001    0.001 decode_asn1.py:429(_decode_general_names_extension)
        3    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_get_ex_data}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_set_fd}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_to_UTF8}
        1    0.000    0.000    0.000    0.000 extensions.py:118(get_extension_for_class)
        3    0.000    0.000    0.000    0.000 extensions.py:77(iter_method)
        1    0.000    0.000    0.000    0.000 response.py:273(release_conn)
        1    0.000    0.000    0.000    0.000 response.py:623(closed)
        3    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 connectionpool.py:73(__init__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:716(get_adapter)
        1    0.000    0.000    0.000    0.000 element.py:308(_last_descendant)
        3    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        2    0.000    0.000    0.000    0.000 cookies.py:84(unverifiable)
        1    0.000    0.000    0.000    0.000 models.py:61(path_url)
        2    0.000    0.000    0.000    0.000 cookiejar.py:334(split_header_words)
        2    0.000    0.000    0.000    0.000 cookiejar.py:988(set_ok_path)
        7    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        1    0.000    0.000    0.000    0.000 utils.py:228(extract_zipped_paths)
        1    0.000    0.000    0.000    0.000 decode_asn1.py:867(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_set_verify}
       10    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_EXTENSION_get_object}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_set_mode}
        1    0.000    0.000    0.000    0.000 utils.py:108(super_len)
        1    0.000    0.000    0.000    0.000 crypto.py:1438(get_subject)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:337(_send_until_done)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:348(sendall)
        2    0.000    0.000    0.000    0.000 pyopenssl.py:436(verify_mode)
        1    0.000    0.000    0.000    0.000 response.py:142(_get_decoder)
        2    0.000    0.000    0.000    0.000 timeout.py:171(clone)
        1    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 connection.py:394(_match_hostname)
        1    0.000    0.000    0.000    0.000 ssl.py:191(_dnsname_match)
        4    0.000    0.000    0.000    0.000 sre_parse.py:343(_escape)
        1    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
        1    0.000    0.000    0.000    0.000 connectionpool.py:922(_prepare_conn)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        1    0.000    0.000    0.000    0.000 models.py:918(raise_for_status)
        1    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1723(clear_expired_cookies)
        3    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        2    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        1    0.000    0.000    0.000    0.000 utils.py:594(requote_uri)
        1    0.000    0.000    0.000    0.000 SSL.py:1360(set_options)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_CTX_get_verify_mode}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.SSLv23_method}
        4    0.000    0.000    0.000    0.000 general_name.py:197(_init_without_validation)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.BIO_new}
        1    0.000    0.000    0.000    0.000 crypto.py:87(_get_backend)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       12    0.000    0.000    0.000    0.000 timeout.py:109(_validate_timeout)
        1    0.000    0.000    0.000    0.000 retry.py:326(is_retry)
        1    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        1    0.000    0.000    0.000    0.000 parse.py:616(unquote)
        1    0.000    0.000    0.000    0.000 client.py:948(send)
        1    0.000    0.000    0.000    0.000 socket.py:416(close)
        6    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        3    0.000    0.000    0.000    0.000 request.py:41(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1361(debug)
        2    0.000    0.000    0.000    0.000 connectionpool.py:314(_get_timeout)
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
      4/3    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       11    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.142    0.142 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 sessions.py:665(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:577(prepare_hooks)
        2    0.000    0.000    0.000    0.000 cookies.py:88(origin_req_host)
        2    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:128(offset_from_tz_string)
        3    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_STORE_CTX_set_error}
        1    0.000    0.000    0.000    0.000 SSL.py:2275(set_connect_state)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_set_tlsext_host_name}
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_ACCESS_DESCRIPTION_value}
        1    0.000    0.000    0.000    0.000 {method 'addressof' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 {method 'from_buffer' of 'CompiledFFI' objects}
        9    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_BIT_STRING_get_bit}
        1    0.000    0.000    0.000    0.000 extensions.py:174(__init__)
        2    0.000    0.000    0.000    0.000 extensions.py:335(__init__)
        9    0.000    0.000    0.000    0.000 _util.py:62(openssl_assert)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:280(_decref_socketios)
        1    0.000    0.000    0.000    0.000 poolmanager.py:289(_merge_pool_kwargs)
        1    0.000    0.000    0.000    0.000 timeout.py:155(from_float)
        2    0.000    0.000    0.000    0.000 ssl_.py:181(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 retry.py:317(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 queue.py:11(_init)
        6    0.000    0.000    0.000    0.000 client.py:986(_output)
        1    0.000    0.000    0.000    0.000 extensions.py:1242(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:1384(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:623(name)
        4    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        6    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        1    0.000    0.000    0.000    0.000 client.py:369(_check_close)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
       18    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:741(<listcomp>)
        2    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        1    0.000    0.000    0.000    0.000 models.py:535(prepare_auth)
        2    0.000    0.000    0.000    0.000 cookies.py:48(get_origin_req_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:445(strip_quotes)
        2    0.000    0.000    0.000    0.000 cookiejar.py:622(eff_request_host)
        1    0.000    0.000    0.000    0.000 x509.py:27(__init__)
        2    0.000    0.000    0.000    0.000 x509.py:493(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_ACCESS_DESCRIPTION_pop_free}
        1    0.000    0.000    0.000    0.000 SSL.py:1373(set_mode)
        1    0.000    0.000    0.000    0.000 SSL.py:1620(__getattr__)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.SSL_get_peer_certificate}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_get_ext_count}
        1    0.000    0.000    0.000    0.000 extensions.py:444(__init__)
        1    0.000    0.000    0.001    0.001 _util.py:114(byte_string)
        2    0.000    0.000    0.000    0.000 SSL.py:286(__init__)
        2    0.000    0.000    0.000    0.000 response.py:249(<genexpr>)
        1    0.000    0.000    0.000    0.000 response.py:74(is_response_to_head)
       12    0.000    0.000    0.000    0.000 url.py:411(ensure_type)
        1    0.000    0.000    0.000    0.000 parse.py:394(_checknetloc)
        1    0.000    0.000    0.001    0.001 client.py:1226(request)
        1    0.000    0.000    0.001    0.001 feedparser.py:173(feed)
        2    0.000    0.000    0.000    0.000 extensions.py:721(<genexpr>)
